,seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
22140,8799,1982,1637,David Thompson,1954.0,SG,27.0,7,NBA,DEN,61,1246.0,17.6,0.571,0.022,0.526,5.0,7.6,6.4,12.5,1.2,1.2,15.2,28.5,2.1,0.0,2.0,0.079,1.0,-2.8,-1.8,0.1
22144,8803,1982,1439,Don Buse,1950.0,PG,31.0,10,NBA,IND,82,2529.0,14.8,0.539,0.276,0.18,1.9,7.8,4.8,22.5,3.2,0.6,11.4,13.7,3.7,3.4,7.1,0.135,0.3,2.3,2.6,2.9
22151,8810,1982,1747,Eddie Johnson,1955.0,SG,26.0,5,NBA,ATL,68,2314.0,16.5,0.513,0.03,0.381,3.1,6.3,4.7,25.3,2.2,0.4,13.6,25.6,2.2,2.6,4.8,0.1,1.2,0.0,1.2,1.9
22152,8811,1982,1993,Eddie Johnson,1959.0,SF,22.0,1,NBA,KCK,74,1517.0,13.1,0.487,0.017,0.232,9.2,14.8,11.9,10.1,1.6,0.5,12.0,21.7,0.3,1.4,1.8,0.056,-1.4,-0.9,-2.4,-0.1
22170,8829,1982,1447,George Gervin,1952.0,SG,29.0,10,NBA,SAS,79,2817.0,24.2,0.562,0.018,0.323,5.2,9.7,7.5,11.4,1.3,0.9,8.5,35.0,8.7,2.0,10.7,0.182,5.4,-1.5,3.9,4.2
22171,8830,1982,1448,George Johnson,1948.0,C,33.0,10,NBA,SAS,75,1578.0,10.6,0.504,0.0,0.328,10.3,20.5,15.4,5.7,0.6,8.2,29.2,7.9,-0.1,2.6,2.5,0.076,-3.1,3.5,0.4,1.0
22172,8831,1982,1804,George Johnson,1956.0,PF,25.0,4,NBA,IND,59,720.0,12.3,0.46,0.007,0.275,10.6,22.3,16.3,8.2,2.4,2.0,17.3,22.8,-0.8,1.4,0.6,0.04,-4.7,0.6,-4.1,-0.4
22173,8832,1982,1362,George McGinnis,1950.0,PF,31.0,11,NBA,IND,76,1341.0,11.3,0.395,0.008,0.421,7.4,25.2,16.1,20.7,3.5,1.2,22.6,18.0,-2.5,2.9,0.4,0.015,-3.6,3.0,-0.6,0.5
22174,8833,1982,1864,Gerald Henderson,1956.0,PG,26.0,3,NBA,BOS,82,1844.0,13.2,0.534,0.017,0.244,2.9,6.1,4.5,18.6,2.1,0.3,16.1,20.2,1.4,2.2,3.6,0.094,-1.1,0.5,-0.6,0.6
22199,8858,1982,1453,James Silas,1949.0,SG,32.0,10,NBA,CLE,67,1447.0,15.7,0.535,0.009,0.499,1.9,6.9,4.3,22.4,1.3,0.2,13.3,22.9,2.2,0.2,2.4,0.078,0.9,-1.6,-0.7,0.5
22201,8860,1982,1588,Jan van Breda Kolff,1951.0,SF,30.0,8,NBA,NJN,41,452.0,10.2,0.624,0.024,0.927,4.2,7.8,6.0,8.9,1.2,1.7,20.1,12.8,0.6,0.5,1.1,0.119,-1.8,1.0,-0.7,0.1
22213,8872,1982,1454,Jim Chones,1949.0,C,32.0,10,NBA,WSB,59,867.0,8.6,0.481,0.0,0.269,5.0,18.1,11.7,9.6,0.8,2.1,17.7,11.2,0.0,1.4,1.4,0.076,-3.1,2.2,-0.9,0.2
22215,8874,1982,1871,Jim Paxson,1957.0,SG,24.0,3,NBA,POR,82,2756.0,18.0,0.561,0.028,0.228,3.1,5.9,4.5,14.8,2.2,0.2,9.4,22.8,5.6,1.8,7.5,0.13,1.7,-0.3,1.5,2.4
22234,8893,1982,1379,John Roche,1949.0,SG,32.0,8,NBA,DEN,39,501.0,11.8,0.561,0.347,0.253,0.9,4.0,2.5,20.5,1.3,0.2,14.8,14.8,0.7,-0.1,0.6,0.061,0.8,-2.2,-1.4,0.1
22237,8896,1982,1381,Julius Erving,1950.0,SF,31.0,11,NBA,PHI,81,2789.0,25.9,0.593,0.008,0.377,9.3,13.0,11.2,18.1,2.8,2.9,11.4,28.1,8.7,4.6,13.3,0.229,6.0,1.7,7.7,6.8
22266,8925,1982,1520,Larry Kenon,1952.0,PF,29.0,9,NBA,CHI,60,1036.0,11.2,0.481,0.0,0.214,8.2,11.3,9.9,9.5,1.4,0.4,15.4,21.6,-0.5,0.7,0.2,0.009,-1.8,-1.7,-3.5,-0.4
22271,8930,1982,1595,Len Elmore,1952.0,C,29.0,8,NBA,NJN,81,2100.0,11.8,0.506,0.0,0.261,8.9,14.9,11.9,6.4,2.0,2.6,15.8,16.4,0.5,3.6,4.1,0.094,-2.2,1.4,-0.8,0.6
22279,8938,1982,1671,M.L. Carr,1951.0,SF,31.0,7,NBA,BOS,56,1296.0,11.9,0.495,0.042,0.284,4.9,7.8,6.4,12.6,2.4,0.9,12.0,16.2,1.0,1.8,2.8,0.103,-1.2,1.8,0.5,0.8
22284,8943,1982,1672,Mark Olberding,1956.0,PF,25.0,7,NBA,SAS,68,2098.0,14.6,0.551,0.017,0.479,6.0,16.4,11.2,12.4,1.3,0.8,14.0,18.8,3.1,2.0,5.1,0.116,-0.1,-0.2,-0.3,0.9
22287,8946,1982,1673,Marvin Webster,1952.0,C,29.0,7,NBA,NYK,82,1883.0,11.8,0.527,0.0,0.42,11.0,19.0,14.9,6.7,0.6,2.8,15.8,12.5,1.6,1.7,3.2,0.082,-1.1,-0.1,-1.2,0.4
22289,8948,1982,1602,Maurice Lucas,1952.0,PF,29.0,8,NBA,NYK,80,2671.0,17.9,0.547,0.003,0.349,11.5,27.5,19.3,9.6,1.2,1.5,13.0,20.5,4.1,3.2,7.4,0.133,1.1,-0.5,0.6,1.8
22290,8949,1982,1674,Mel Bennett,1955.0,PF,27.0,5,NBA,CLE,3,23.0,-2.7,0.377,0.0,1.5,4.6,10.5,7.4,0.0,2.1,0.0,37.6,19.1,-0.1,0.0,-0.1,-0.27,-5.0,-0.4,-5.5,-0.1
22301,8960,1982,1713,Mike Dunleavy,1954.0,SG,27.0,6,NBA,HOU,70,1315.0,13.2,0.524,0.191,0.236,1.9,7.0,4.4,23.7,1.7,0.1,13.9,17.9,1.8,0.7,2.6,0.093,-0.5,-0.5,-1.0,0.3
22305,8964,1982,1388,Mike Gale,1950.0,PG,31.0,11,NBA,GSW,75,1793.0,10.9,0.524,0.013,0.174,2.2,9.4,5.7,17.8,3.2,0.9,23.9,11.9,0.3,2.1,2.4,0.063,-2.0,2.3,0.4,1.1
22319,8978,1982,1605,Moses Malone,1955.0,C,26.0,8,NBA,HOU,81,3398.0,26.8,0.576,0.003,0.454,17.5,21.2,19.3,6.9,1.1,2.1,11.9,29.9,11.7,3.7,15.4,0.218,6.2,-1.8,4.5,5.5
22386,9045,1982,2035,Sam Williams,1959.0,PF,22.0,1,NBA,GSW,59,1073.0,14.8,0.565,0.0,0.321,9.1,22.4,15.7,4.6,2.0,4.0,16.8,14.3,0.9,1.7,2.6,0.116,-1.0,1.9,0.9,0.8
22394,9053,1982,1226,Spencer Haywood,1949.0,PF,32.0,12,NBA,WSB,76,2086.0,13.2,0.535,0.004,0.314,7.7,14.3,11.1,4.6,1.0,1.8,15.6,22.4,0.4,3.2,3.6,0.083,-1.9,0.1,-1.8,0.1
22400,9059,1982,1228,Steve Mix,1947.0,SF,34.0,12,NBA,PHI,75,1235.0,15.8,0.57,0.01,0.431,8.8,11.6,10.3,10.1,1.6,0.8,12.4,18.3,2.3,1.4,3.7,0.144,1.4,-0.4,1.0,0.9
22401,9060,1982,1541,Swen Nater,1950.0,C,32.0,9,NBA,SDC,21,575.0,16.4,0.625,0.006,0.451,9.3,31.1,19.9,7.2,0.5,0.9,18.6,18.3,0.9,0.2,1.2,0.098,0.8,-1.5,-0.7,0.2
22411,9070,1982,1407,Tom Owens,1949.0,PF,32.0,11,NBA,IND,74,1599.0,14.9,0.53,0.003,0.355,9.4,16.0,12.6,12.2,1.2,1.3,15.7,22.7,1.1,2.1,3.2,0.095,-1.3,-0.1,-1.4,0.3
22429,8352,1981,1485,Allan Bristow,1951.0,SF,29.0,8,NBA,UTA,82,2001.0,14.9,0.511,0.029,0.324,6.0,18.5,12.3,27.0,1.5,0.1,19.7,18.7,1.4,1.3,2.7,0.065,0.3,-0.5,-0.2,0.9
22440,8363,1981,1338,Artis Gilmore,1949.0,C,31.0,10,NBA,CHI,82,2832.0,21.7,0.699,0.0,0.652,9.2,23.5,16.7,8.9,0.8,4.0,18.4,18.5,8.4,3.9,12.3,0.208,3.1,1.2,4.3,4.5
22454,8377,1981,1558,Billy Knight,1952.0,SG,28.0,7,NBA,IND,82,2385.0,19.9,0.596,0.019,0.4,8.5,10.3,9.4,10.0,1.7,0.3,12.8,23.2,6.5,1.9,8.4,0.17,3.4,-1.2,2.2,2.5
22458,8381,1981,1243,Billy Paultz,1948.0,PF,32.0,11,NBA,HOU,81,1659.0,12.9,0.513,0.006,0.296,7.4,19.0,13.1,8.5,0.8,2.4,13.2,16.5,1.0,1.6,2.7,0.077,-1.0,0.1,-0.9,0.5
22469,8392,1981,1559,Bobby Jones,1951.0,PF,29.0,7,NBA,PHI,81,2046.0,20.1,0.604,0.004,0.46,8.2,14.6,11.6,15.4,2.2,2.0,14.1,20.8,5.4,3.9,9.2,0.217,2.7,2.0,4.7,3.5
22473,8396,1981,1427,Brian Taylor,1951.0,PG,29.0,9,NBA,SDC,80,2312.0,15.9,0.602,0.195,0.313,2.8,4.9,3.8,25.5,2.4,0.6,14.2,13.8,5.6,1.4,7.1,0.146,1.7,0.6,2.3,2.5
22476,8399,1981,1495,Caldwell Jones,1950.0,C,30.0,8,NBA,PHI,81,2639.0,10.1,0.512,0.0,0.398,8.9,23.6,16.8,5.5,0.9,2.8,22.8,11.3,0.1,5.4,5.5,0.1,-2.1,1.5,-0.6,0.9
22497,8420,1981,1255,Coby Dietrick,1948.0,C,32.0,11,NBA,CHI,82,1243.0,11.8,0.503,0.019,0.347,7.6,16.4,12.1,12.6,1.8,2.4,19.3,15.0,0.5,1.5,2.1,0.08,-1.3,1.5,0.2,0.7
22499,8422,1981,1259,Dan Issel,1948.0,C,32.0,11,NBA,DEN,80,2641.0,21.7,0.575,0.01,0.561,8.6,17.7,13.1,8.4,1.4,1.0,7.9,23.2,8.9,1.6,10.5,0.19,3.7,-1.1,2.7,3.1
22500,8423,1981,1634,Dan Roundfield,1953.0,PF,27.0,6,NBA,ATL,63,2128.0,20.7,0.575,0.001,0.439,12.3,22.0,17.1,12.1,1.7,3.3,15.6,22.3,4.2,2.8,7.0,0.159,2.3,0.8,3.1,2.7
22508,8431,1981,1353,Dave Robisch,1949.0,C,31.0,10,NBA,TOT,84,2116.0,14.1,0.507,0.0,0.334,7.5,17.2,12.2,10.4,0.8,0.8,8.9,16.5,3.2,0.9,4.2,0.095,0.6,-1.1,-0.5,0.8
22509,8432,1981,1353,Dave Robisch,1949.0,C,31.0,10,NBA,CLE,11,372.0,12.5,0.452,0.0,0.367,7.6,18.1,12.6,14.8,0.9,0.9,11.0,13.8,0.3,0.2,0.6,0.072,0.2,-0.1,0.2,0.2
22510,8433,1981,1353,Dave Robisch,1949.0,C,31.0,10,NBA,DEN,73,1744.0,14.4,0.515,0.0,0.329,7.4,17.0,12.1,9.5,0.8,0.8,8.6,17.1,2.9,0.7,3.6,0.1,0.7,-1.3,-0.7,0.6
22511,8434,1981,1637,David Thompson,1954.0,SG,26.0,6,NBA,DEN,77,2620.0,19.4,0.571,0.027,0.424,4.1,7.2,5.6,13.2,0.9,1.2,12.7,27.9,6.0,0.4,6.4,0.117,3.0,-2.1,0.9,1.9
22518,8441,1981,1439,Don Buse,1950.0,SG,30.0,9,NBA,IND,58,1095.0,11.7,0.471,0.202,0.226,1.8,6.7,4.2,16.4,3.2,0.4,10.7,12.9,0.9,1.2,2.0,0.089,-1.2,1.7,0.5,0.7
22527,8450,1981,1747,Eddie Johnson,1955.0,SG,25.0,4,NBA,ATL,75,2693.0,17.9,0.554,0.018,0.313,2.5,5.1,3.8,24.7,2.3,0.2,13.2,22.9,5.3,1.5,6.9,0.122,2.1,-0.5,1.6,2.4
22545,8468,1981,1447,George Gervin,1952.0,SG,28.0,9,NBA,SAS,82,2765.0,22.9,0.555,0.02,0.359,5.2,11.1,8.2,15.8,1.6,1.1,11.1,32.3,8.1,2.4,10.5,0.182,4.2,-1.2,2.9,3.5
22546,8469,1981,1448,George Johnson,1948.0,C,32.0,9,NBA,SAS,82,1935.0,13.5,0.517,0.0,0.314,12.6,20.9,16.9,5.8,1.1,7.7,21.8,10.4,1.1,3.4,4.5,0.112,-1.4,3.0,1.6,1.8
22547,8470,1981,1804,George Johnson,1956.0,PF,24.0,3,NBA,IND,43,930.0,17.4,0.51,0.013,0.31,11.3,21.6,16.3,13.4,2.4,1.4,16.0,22.9,0.7,1.4,2.2,0.112,0.1,0.3,0.4,0.6
22548,8471,1981,1362,George McGinnis,1950.0,PF,30.0,10,NBA,IND,69,1845.0,14.9,0.482,0.009,0.501,9.4,22.2,15.6,16.4,2.6,0.9,19.1,25.1,-1.1,2.9,1.7,0.045,-1.6,0.2,-1.4,0.3
22549,8472,1981,1864,Gerald Henderson,1956.0,PG,25.0,2,NBA,BOS,82,1608.0,10.4,0.491,0.028,0.271,3.2,6.1,4.7,17.8,2.3,0.4,19.8,20.5,-0.6,1.8,1.3,0.037,-2.8,0.2,-2.6,-0.2
22553,8476,1981,1584,Gus Gerard,1953.0,SF,27.0,7,NBA,TOT,27,252.0,12.5,0.424,0.036,0.36,13.4,15.7,14.6,8.1,1.9,2.0,10.4,23.1,0.0,0.3,0.3,0.058,-3.2,-0.5,-3.7,-0.1
22554,8477,1981,1584,Gus Gerard,1953.0,SF,27.0,7,NBA,KCK,16,123.0,12.2,0.447,0.059,0.569,11.8,14.4,13.1,6.5,1.2,2.8,9.9,23.8,0.0,0.1,0.2,0.061,-3.7,-0.5,-4.2,-0.1
22555,8478,1981,1584,Gus Gerard,1953.0,SF,27.0,7,NBA,SAS,11,129.0,12.8,0.401,0.017,0.183,15.0,17.0,16.0,9.5,2.5,1.2,11.0,22.4,0.0,0.2,0.1,0.055,-2.7,-0.6,-3.3,0.0
22567,8490,1981,1453,James Silas,1949.0,PG,31.0,9,NBA,SAS,75,2055.0,19.4,0.557,0.002,0.441,2.4,9.5,6.1,20.7,1.2,0.3,11.8,26.1,5.7,1.3,7.0,0.164,2.6,-1.6,1.0,1.6
22569,8492,1981,1588,Jan van Breda Kolff,1951.0,SF,29.0,7,NBA,NJN,78,1426.0,6.5,0.506,0.033,0.478,3.7,12.5,8.0,11.2,1.2,2.0,26.7,11.2,-0.6,1.2,0.6,0.019,-3.9,0.8,-3.1,-0.4
22580,8503,1981,1454,Jim Chones,1949.0,PF,31.0,9,NBA,LAL,82,2562.0,11.8,0.528,0.005,0.257,8.1,19.1,13.9,7.4,0.7,2.0,16.0,15.6,1.5,3.2,4.7,0.088,-2.0,-0.1,-2.1,-0.1
22582,8505,1981,1871,Jim Paxson,1957.0,SG,23.0,2,NBA,POR,79,2701.0,16.9,0.564,0.027,0.227,3.0,5.5,4.3,15.3,2.4,0.2,9.8,19.6,5.6,2.1,7.7,0.136,1.2,0.2,1.4,2.3
22601,8524,1981,1379,John Roche,1949.0,PG,31.0,7,NBA,DEN,26,611.0,13.1,0.543,0.151,0.43,0.8,5.5,3.1,28.2,1.2,0.7,19.6,16.1,0.7,0.1,0.8,0.06,0.6,-2.0,-1.4,0.1
22606,8529,1981,1514,John Williamson,1951.0,SG,29.0,8,NBA,WSB,9,112.0,4.2,0.358,0.107,0.107,0.0,6.6,3.3,20.6,1.7,0.5,17.0,25.3,-0.4,0.1,-0.3,-0.117,-5.2,-0.5,-5.7,-0.2
22610,8533,1981,1381,Julius Erving,1950.0,SF,30.0,10,NBA,PHI,82,2874.0,25.1,0.572,0.012,0.352,10.0,14.6,12.5,19.8,2.8,2.8,13.1,28.4,7.8,6.1,13.8,0.231,5.2,2.3,7.5,6.9
22627,8550,1981,1667,Kim Hughes,1952.0,C,28.0,6,NBA,TOT,53,490.0,6.3,0.388,0.0,0.029,10.1,18.0,13.9,8.3,2.6,3.9,38.3,9.2,-0.7,0.6,-0.1,-0.007,-5.4,2.2,-3.2,-0.1
22628,8551,1981,1667,Kim Hughes,1952.0,C,28.0,6,NBA,DEN,8,159.0,10.3,0.444,0.0,0.08,11.9,20.4,16.0,7.9,3.0,4.5,29.8,8.6,0.0,0.2,0.2,0.057,-2.8,1.8,-1.1,0.1
22629,8552,1981,1667,Kim Hughes,1952.0,C,28.0,6,NBA,CLE,45,331.0,4.4,0.356,0.0,0.0,9.2,16.9,12.9,8.5,2.4,3.6,42.3,9.5,-0.7,0.4,-0.3,-0.038,-6.7,2.4,-4.3,-0.2
22634,8557,1981,1520,Larry Kenon,1952.0,SF,28.0,8,NBA,CHI,77,2161.0,15.2,0.516,0.0,0.259,9.9,11.1,10.5,8.4,1.7,0.5,13.3,22.9,2.4,1.8,4.1,0.092,0.4,-1.6,-1.1,0.5
22640,8563,1981,1595,Len Elmore,1952.0,C,28.0,7,NBA,MIL,72,925.0,8.6,0.42,0.0,0.354,8.4,16.3,12.4,8.7,1.9,3.2,15.2,12.2,0.0,1.6,1.6,0.083,-3.5,2.1,-1.4,0.1
22649,8572,1981,1671,M.L. Carr,1951.0,SF,30.0,6,NBA,BOS,41,655.0,11.6,0.505,0.065,0.31,4.7,9.5,7.2,11.3,2.2,1.5,16.1,18.2,0.2,0.9,1.1,0.082,-1.6,1.2,-0.4,0.3
22650,8573,1981,1214,Mack Calvin,1947.0,PG,33.0,11,NBA,CLE,21,128.0,11.0,0.478,0.128,0.897,1.6,9.1,5.2,27.4,1.9,0.0,23.8,22.4,-0.1,0.1,0.0,-0.01,-3.2,-1.0,-4.1,-0.1
22654,8577,1981,1672,Mark Olberding,1956.0,SF,24.0,6,NBA,SAS,82,2408.0,14.8,0.594,0.01,0.555,6.9,14.1,10.6,15.2,1.5,0.7,19.2,17.4,4.4,2.3,6.6,0.132,0.3,-0.2,0.1,1.2
22657,8580,1981,1673,Marvin Webster,1952.0,C,28.0,6,NBA,NYK,82,1708.0,10.8,0.512,0.012,0.478,10.5,21.0,15.5,5.3,0.8,3.3,20.0,12.3,0.5,2.2,2.7,0.076,-2.0,0.5,-1.4,0.2
22659,8582,1981,1602,Maurice Lucas,1952.0,PF,28.0,7,NBA,NJN,68,2162.0,14.6,0.528,0.002,0.304,7.8,22.5,15.0,11.6,1.2,1.5,15.7,20.5,1.2,2.3,3.5,0.078,-0.8,-0.1,-0.9,0.6
22660,8583,1981,1674,Mel Bennett,1955.0,PF,26.0,4,NBA,UTA,28,313.0,10.7,0.549,0.033,1.35,12.2,21.7,17.0,6.3,0.5,2.0,24.5,17.4,0.1,0.2,0.3,0.045,-3.7,-1.2,-5.0,-0.3
22668,8591,1981,1713,Mike Dunleavy,1954.0,SG,26.0,5,NBA,HOU,74,1609.0,15.0,0.544,0.025,0.294,1.9,6.3,4.1,23.5,1.9,0.1,16.1,21.5,2.1,0.9,3.0,0.091,-0.1,-0.8,-0.9,0.5
22670,8593,1981,1388,Mike Gale,1950.0,PG,30.0,10,NBA,TOT,77,1112.0,13.7,0.547,0.023,0.22,1.6,8.0,4.8,19.6,3.9,0.3,18.5,14.8,1.0,1.4,2.4,0.105,-1.5,2.3,0.8,0.8
22671,8594,1981,1388,Mike Gale,1950.0,PG,30.0,10,NBA,SAS,35,636.0,13.4,0.547,0.018,0.159,1.3,7.4,4.5,20.3,4.0,0.2,18.2,13.4,0.6,0.8,1.4,0.107,-1.4,2.4,1.0,0.5
22672,8595,1981,1388,Mike Gale,1950.0,PG,30.0,10,NBA,POR,42,476.0,13.9,0.547,0.028,0.29,2.1,8.7,5.4,18.5,3.8,0.6,18.9,16.8,0.4,0.6,1.0,0.102,-1.8,2.3,0.5,0.3
22685,8608,1981,1605,Moses Malone,1955.0,C,25.0,7,NBA,HOU,80,3245.0,25.1,0.585,0.002,0.52,16.1,24.5,20.3,6.6,1.2,2.6,14.0,27.6,9.5,4.2,13.7,0.202,4.5,-1.2,3.3,4.3
22725,8648,1981,1141,Ron Boone,1946.0,SG,34.0,13,NBA,UTA,52,1146.0,9.0,0.492,0.105,0.253,1.7,6.6,4.2,19.9,1.4,0.4,21.2,19.7,-0.8,0.2,-0.6,-0.025,-3.2,-2.1,-5.2,-0.9
22753,8676,1981,1228,Steve Mix,1947.0,SF,33.0,11,NBA,PHI,72,1327.0,19.7,0.57,0.005,0.417,9.3,12.2,10.8,12.3,2.1,0.8,11.4,23.4,3.3,2.2,5.5,0.201,2.6,0.4,3.0,1.7
22754,8677,1981,1541,Swen Nater,1950.0,C,31.0,8,NBA,SDC,82,2809.0,18.2,0.597,0.0,0.328,11.7,31.4,21.1,10.2,0.8,1.0,16.5,18.6,5.5,3.1,8.6,0.147,1.5,-0.8,0.7,1.9
22768,8691,1981,1407,Tom Owens,1949.0,PF,31.0,10,NBA,POR,79,1843.0,15.1,0.564,0.006,0.397,9.7,17.2,13.5,9.9,0.9,1.4,14.9,18.7,3.1,1.8,4.8,0.125,-0.3,-0.5,-0.8,0.6
22770,8693,1981,1968,Tony Jackson,1958.0,PG,23.0,1,NBA,LAL,2,14.0,12.9,0.333,0.0,0.0,0.0,14.6,7.7,16.2,6.7,0.0,0.0,8.6,0.0,0.0,0.0,0.124,-4.3,0.6,-3.6,0.0
22790,7993,1980,1550,Al Skinner,1952.0,SG,27.0,6,NBA,PHI,2,10.0,-0.6,0.5,0.0,0.0,0.0,0.0,0.0,25.4,0.0,0.0,50.0,16.0,0.0,0.0,0.0,-0.152,-4.6,-0.2,-4.8,0.0
22794,7997,1980,1485,Allan Bristow,1951.0,SF,28.0,7,NBA,UTA,82,2304.0,16.6,0.534,0.009,0.31,9.0,16.7,13.0,21.4,1.9,0.1,16.7,20.0,3.2,1.2,4.4,0.091,1.4,-0.8,0.6,1.5
22802,8005,1980,1338,Artis Gilmore,1949.0,C,30.0,9,NBA,CHI,48,1568.0,19.9,0.643,0.0,0.671,7.9,22.7,15.5,13.0,0.9,2.1,16.7,20.7,4.0,1.7,5.6,0.172,2.5,0.4,2.9,1.9
22812,8015,1980,1558,Billy Knight,1952.0,SF,27.0,6,NBA,IND,75,1910.0,18.0,0.589,0.021,0.363,7.2,12.6,9.8,11.4,2.0,0.3,13.6,19.7,4.2,1.5,5.8,0.145,2.2,-0.8,1.4,1.6
22814,8017,1980,1243,Billy Paultz,1948.0,C,31.0,10,NBA,TOT,84,2193.0,13.9,0.507,0.001,0.27,9.2,19.8,14.5,10.7,1.4,2.0,13.2,15.3,2.1,1.9,4.0,0.088,0.1,0.2,0.3,1.3
22815,8018,1980,1243,Billy Paultz,1948.0,C,31.0,10,NBA,SAS,47,1213.0,14.7,0.522,0.003,0.262,8.5,19.6,14.2,11.9,1.7,1.9,12.0,15.1,1.6,1.1,2.6,0.104,0.6,0.5,1.1,1.0
22816,8019,1980,1243,Billy Paultz,1948.0,C,31.0,10,NBA,HOU,37,980.0,12.8,0.486,0.0,0.281,10.1,20.1,14.9,9.4,1.1,2.2,14.8,15.5,0.5,0.8,1.4,0.068,-0.5,-0.2,-0.6,0.3
22831,8034,1980,1559,Bobby Jones,1951.0,PF,28.0,6,NBA,PHI,81,2125.0,18.5,0.59,0.004,0.44,8.0,14.1,11.2,9.8,2.2,3.0,14.1,19.5,4.3,3.8,8.1,0.183,1.4,1.9,3.3,2.8
22836,8039,1980,1427,Brian Taylor,1951.0,PG,28.0,8,NBA,SDC,78,2754.0,13.9,0.546,0.267,0.181,2.9,4.6,3.7,16.4,2.5,0.5,12.7,16.1,4.6,1.0,5.6,0.098,0.2,0.2,0.4,1.7
22842,8045,1980,1495,Caldwell Jones,1950.0,C,29.0,7,NBA,PHI,80,2771.0,9.7,0.482,0.004,0.335,8.9,26.5,18.2,7.4,0.7,3.2,26.3,11.9,-1.5,5.4,3.9,0.068,-3.1,1.5,-1.6,0.2
22851,8054,1980,1250,Charlie Scott,1948.0,SG,31.0,10,NBA,DEN,69,1860.0,7.4,0.432,0.016,0.172,2.8,6.6,4.6,18.6,1.2,0.7,18.1,19.0,-2.0,0.6,-1.4,-0.037,-4.2,-1.7,-6.0,-1.9
22858,8061,1980,1255,Coby Dietrick,1948.0,C,31.0,10,NBA,CHI,79,1830.0,12.1,0.494,0.018,0.236,6.4,15.7,11.1,16.4,2.3,1.6,16.9,14.8,0.8,2.1,2.9,0.076,-0.9,1.5,0.6,1.2
22860,8063,1980,1259,Dan Issel,1948.0,C,31.0,10,NBA,DEN,82,2938.0,22.2,0.571,0.008,0.471,8.2,17.5,12.7,10.7,1.4,1.0,8.7,25.0,9.2,2.3,11.5,0.188,4.1,-0.8,3.3,3.9
22861,8064,1980,1634,Dan Roundfield,1953.0,PF,26.0,5,NBA,ATL,81,2588.0,19.7,0.551,0.004,0.462,12.1,22.7,17.3,11.3,1.9,3.2,16.1,22.8,4.0,5.1,9.1,0.169,1.6,1.4,2.9,3.2
22862,8065,1980,1352,Darnell Hillman,1949.0,PF,30.0,9,NBA,GSW,49,708.0,8.7,0.474,0.0,0.38,8.9,19.5,14.0,8.6,1.4,2.0,22.0,15.6,-0.5,0.8,0.3,0.018,-4.5,0.3,-4.2,-0.4
22868,8071,1980,1353,Dave Robisch,1949.0,C,30.0,9,NBA,CLE,82,2670.0,17.2,0.578,0.003,0.35,8.5,17.9,13.0,9.3,0.9,1.1,11.3,17.6,6.3,2.3,8.6,0.154,2.1,-0.3,1.8,2.6
22869,8072,1980,1436,Dave Twardzik,1950.0,PG,29.0,8,NBA,POR,67,1594.0,13.9,0.562,0.018,0.64,3.5,7.3,5.4,22.9,2.4,0.0,20.6,16.4,2.1,1.5,3.7,0.11,-0.7,0.2,-0.5,0.6
22870,8073,1980,1637,David Thompson,1954.0,SG,25.0,5,NBA,DEN,39,1239.0,19.0,0.549,0.031,0.543,4.6,10.2,7.3,15.6,1.5,1.6,13.2,27.8,2.2,0.8,3.0,0.116,2.5,-0.8,1.6,1.1
22874,8077,1980,1439,Don Buse,1950.0,PG,29.0,8,NBA,PHO,81,2499.0,10.7,0.485,0.134,0.217,3.1,7.0,5.1,16.0,2.4,0.2,12.4,11.7,1.7,2.9,4.6,0.088,-1.1,1.2,0.2,1.4
22875,8078,1980,1092,Don Chaney,1946.0,SG,33.0,12,NBA,BOS,60,523.0,7.8,0.402,0.032,0.222,6.7,8.8,7.8,9.3,2.8,1.2,13.7,18.3,-0.4,0.8,0.4,0.033,-4.3,1.2,-3.1,-0.1
22888,8091,1980,1747,Eddie Johnson,1955.0,SG,24.0,3,NBA,ATL,79,2622.0,18.0,0.538,0.011,0.279,3.9,4.3,4.1,23.5,2.2,0.5,12.2,24.1,5.4,2.7,8.2,0.15,2.5,0.3,2.8,3.2
22902,8105,1980,1447,George Gervin,1952.0,SG,27.0,8,NBA,SAS,78,2934.0,24.0,0.587,0.053,0.306,5.7,8.9,7.3,11.0,1.6,1.4,10.3,31.7,9.3,1.3,10.6,0.173,5.5,-1.6,3.9,4.4
22903,8106,1980,1448,George Johnson,1948.0,C,31.0,8,NBA,NJN,81,2119.0,11.8,0.489,0.002,0.232,9.4,20.1,14.7,10.8,1.1,6.7,25.0,14.5,-1.3,3.9,2.6,0.06,-3.3,3.0,-0.3,0.9
22904,8107,1980,1804,George Johnson,1956.0,PF,23.0,2,NBA,DEN,75,1938.0,15.0,0.524,0.014,0.291,10.0,21.7,15.7,11.4,2.0,1.9,16.8,17.8,1.5,2.3,3.8,0.095,-1.0,0.6,-0.5,0.7
