,seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
25655,5388,1973,957,George Carter,1944.0,SF,29.0,5,ABA,NYA,83,2976.0,14.7,0.532,0.007,0.424,7.2,10.3,8.8,8.9,,,14.7,23.9,4.0,0.3,4.2,0.068,,,,
25656,5389,1973,1447,George Gervin,1952.0,SG,20.0,1,ABA,VIR,30,689.0,16.0,0.54,0.076,0.346,4.8,13.2,9.1,7.1,,,12.1,24.0,1.1,0.5,1.6,0.112,,,,
25658,5391,1973,1278,George Johnson,1947.0,C,25.0,3,NBA,HOU,19,169.0,8.0,0.527,,0.103,,,12.5,2.1,,,,,0.1,0.1,0.3,0.073,,,,
25659,5392,1973,1448,George Johnson,1948.0,C,24.0,1,NBA,GSW,56,349.0,10.1,0.414,,0.17,,,18.0,2.8,,,,,-0.3,0.6,0.3,0.044,,,,
25660,5393,1973,958,George Lehmann,1942.0,PG,30.0,6,ABA,MMT,28,753.0,10.6,0.508,0.279,0.308,0.9,3.6,2.2,26.0,,,19.3,17.3,0.4,0.3,0.7,0.042,,,,
25661,5394,1973,1362,George McGinnis,1950.0,PF,22.0,2,ABA,INA,82,3347.0,22.7,0.539,0.018,0.443,12.3,15.6,14.0,9.5,2.2,,16.1,28.1,6.2,5.2,11.4,0.164,,,,
25663,5396,1973,1188,George Thompson,1947.0,PG,25.0,4,ABA,MMT,80,2925.0,17.7,0.548,0.058,0.552,3.1,5.8,4.4,19.9,,,13.4,24.1,5.6,0.9,6.5,0.107,,,,
25667,5400,1973,1365,Goo Kennedy,1949.0,PF,23.0,2,ABA,DLC,70,1809.0,16.1,0.573,0.0,0.349,9.1,18.7,13.7,6.3,,,12.9,19.0,3.8,1.2,5.0,0.133,,,,
25669,5402,1973,1110,Greg Smith,1947.0,SF-PG,26.0,5,NBA,TOT,76,1610.0,11.5,0.502,,0.264,,,11.5,9.9,,,,,1.3,0.6,1.9,0.056,,,,
25670,5403,1973,1110,Greg Smith,1947.0,PG,26.0,5,NBA,HOU,4,41.0,4.7,0.313,,0.0,,,9.1,14.6,,,,,-0.1,0.0,-0.1,-0.112,,,,
25671,5404,1973,1110,Greg Smith,1947.0,SF,26.0,5,NBA,POR,72,1569.0,11.6,0.507,,0.273,,,11.6,9.8,,,,,1.5,0.5,2.0,0.061,,,,
25672,5405,1973,797,Gus Johnson,1938.0,PF,34.0,10,NBA,PHO,21,417.0,11.6,0.414,,0.199,,,15.8,9.9,,,,,-0.5,0.3,-0.2,-0.02,,,,
25673,5406,1973,797,Gus Johnson,1938.0,SF,34.0,10,ABA,INA,50,753.0,12.0,0.471,0.07,0.14,10.7,18.9,14.9,11.3,,,18.1,19.4,-0.3,1.3,1.0,0.066,,,,
25688,5421,1973,1367,Isaiah Wilson,1948.0,SG,24.0,2,ABA,MMT,30,386.0,13.9,0.508,0.05,0.403,4.4,5.4,4.9,26.1,,,18.0,22.9,0.3,0.1,0.4,0.05,,,,
25690,5423,1973,1453,James Silas,1949.0,SG,23.0,1,ABA,DLC,78,2417.0,14.5,0.605,0.0,0.688,4.4,9.8,7.0,14.0,,,17.8,17.4,6.0,1.4,7.4,0.147,,,,
25695,5428,1973,881,Jerry Chambers,1943.0,SF,29.0,5,ABA,SDA,43,885.0,15.8,0.487,0.021,0.278,8.8,12.2,10.5,8.0,,,9.5,24.9,0.0,1.1,1.1,0.061,,,,
25699,5432,1973,1288,Jim Ard,1948.0,C,24.0,3,ABA,NYA,42,426.0,10.1,0.432,0.029,0.357,11.8,23.1,17.7,4.6,,,15.2,18.4,-0.5,0.1,-0.4,-0.05,,,,
25701,5434,1973,1454,Jim Chones,1949.0,PF,23.0,1,ABA,NYA,82,2153.0,11.8,0.533,0.001,0.312,7.0,20.3,13.8,6.7,,,19.6,20.7,2.4,0.2,2.6,0.058,,,,
25704,5437,1973,1116,Jim Eakins,1946.0,C,26.0,5,ABA,VIR,83,2559.0,19.2,0.602,0.001,0.582,9.0,18.8,14.0,13.4,,2.8,18.4,18.3,6.5,2.6,9.0,0.17,,,,
25707,5440,1973,1376,Jim McDaniels,1948.0,C,24.0,2,NBA,SEA,68,1095.0,12.0,0.44,,0.259,,,15.0,9.7,,,,,-0.5,0.5,0.0,0.001,,,,
25711,5444,1973,983,Jimmy Jones,1945.0,PG,28.0,6,ABA,UTS,80,2848.0,15.4,0.587,0.001,0.456,2.6,8.6,5.8,21.6,,,19.0,19.3,6.6,2.8,9.3,0.157,,,,
25715,5448,1973,1456,Joby Wright,1950.0,PF,22.0,1,NBA,SEA,77,931.0,9.2,0.478,,0.32,,,11.1,5.3,,,,,0.3,0.3,0.6,0.033,,,,
25716,5449,1973,826,Joe Caldwell,1941.0,SF,31.0,9,ABA,CAR,77,2739.0,15.7,0.495,0.005,0.362,7.1,7.8,7.4,17.4,2.7,,16.0,21.2,0.7,2.9,3.7,0.064,,,,
25724,5457,1973,1199,John Brisker,1947.0,SF,25.0,4,NBA,SEA,70,1633.0,16.4,0.492,,0.292,,,9.3,14.0,,,,,1.7,0.6,2.3,0.069,,,,
25732,5465,1973,1379,John Roche,1949.0,SG,23.0,2,ABA,NYA,77,2615.0,11.8,0.521,0.113,0.382,1.3,4.3,2.8,19.4,,,16.3,19.9,2.3,0.2,2.5,0.045,,,,
25733,5466,1973,1121,John Trapp,1945.0,SF,27.0,5,NBA,TOT,44,889.0,12.3,0.456,,0.29,,,10.0,8.0,,,,,-0.1,0.5,0.4,0.021,,,,
25734,5467,1973,1121,John Trapp,1945.0,SF,27.0,5,NBA,LAL,5,35.0,9.5,0.396,,0.833,,,18.2,6.6,,,,,-0.1,0.1,0.0,0.009,,,,
25735,5468,1973,1121,John Trapp,1945.0,SF,27.0,5,NBA,PHI,39,854.0,12.4,0.458,,0.275,,,9.7,8.1,,,,,0.0,0.4,0.4,0.021,,,,
25736,5469,1973,1121,John Trapp,1945.0,SF,27.0,5,ABA,DNR,24,342.0,6.9,0.447,0.016,0.25,7.9,13.8,10.8,8.4,,,15.0,18.8,-0.3,0.5,0.2,0.025,,,,
25741,5474,1973,1201,Johnny Baum,1946.0,SF,26.0,4,ABA,NYA,75,1071.0,14.8,0.548,0.005,0.326,7.4,11.6,9.5,4.6,,,13.2,22.0,1.8,0.1,1.9,0.083,,,,
25743,5476,1973,1380,Johnny Neumann,1951.0,SG,21.0,2,ABA,MMT,79,2787.0,15.2,0.527,0.04,0.33,5.0,5.8,5.4,25.0,,,19.0,25.2,3.5,1.0,4.6,0.078,,,,
25745,5478,1973,1381,Julius Erving,1950.0,SF,22.0,2,ABA,VIR,71,2993.0,27.7,0.547,0.013,0.339,8.6,19.5,14.1,15.7,2.6,2.3,13.6,29.6,6.8,3.0,9.8,0.157,,,,
25747,5480,1973,1203,Justus Thigpen,1947.0,SG,25.0,2,NBA,DET,18,99.0,7.8,0.404,,0.0,,,4.4,11.6,,,,,-0.2,0.1,-0.1,-0.061,,,,
25756,5489,1973,1205,Lamar Green,1947.0,PF,25.0,4,NBA,PHO,80,2048.0,10.8,0.469,,0.227,,,17.7,5.4,,,,,0.3,1.6,1.9,0.045,,,,
25757,5490,1973,829,Larry Jones,1942.0,PG,30.0,7,ABA,TOT,80,1701.0,14.0,0.555,0.109,0.468,5.2,9.1,7.1,16.7,,,14.2,16.8,2.5,1.2,3.7,0.104,,,,
25758,5491,1973,829,Larry Jones,1942.0,PG,30.0,7,ABA,UTS,27,447.0,13.0,0.552,0.091,0.587,5.8,7.5,6.7,12.3,,,12.1,15.2,0.6,0.4,1.0,0.103,,,,
25759,5492,1973,829,Larry Jones,1942.0,PG,30.0,7,ABA,DLC,53,1254.0,14.4,0.557,0.115,0.433,4.9,9.6,7.2,18.3,,,14.8,17.4,2.0,0.8,2.7,0.105,,,,
25769,5502,1973,830,Les Hunter,1942.0,PF,30.0,7,ABA,MMT,63,1333.0,13.4,0.54,0.07,0.285,6.7,15.5,11.0,10.0,,,15.1,18.2,1.6,0.5,2.1,0.077,,,,
25772,5505,1973,1008,Louie Dampier,1944.0,PG,28.0,6,ABA,KEN,80,3039.0,14.3,0.522,0.136,0.292,1.7,5.0,3.3,22.4,,,12.7,19.0,2.8,4.7,7.4,0.117,,,,
25775,5508,1973,1211,Luther Green,1946.0,PF,26.0,3,NBA,PHI,5,32.0,-9.4,0.1,,0.818,,,4.2,0.0,,,,,-0.3,0.0,-0.3,-0.444,,,,
25776,5509,1973,1212,Luther Rackley,1946.0,C,26.0,4,NBA,NYK,1,2.0,-6.7,,,,,,24.7,0.0,,,,,0.0,0.0,0.0,0.128,,,,
25777,5510,1973,1212,Luther Rackley,1946.0,C,26.0,4,ABA,MMT,57,893.0,15.8,0.527,0.003,0.349,9.5,21.9,15.6,5.7,,,11.2,19.4,0.9,0.4,1.3,0.07,,,,
25778,5511,1973,1214,Mack Calvin,1947.0,PG,25.0,4,ABA,CAR,84,2228.0,19.6,0.611,0.03,0.617,4.5,5.5,5.0,18.6,,,17.1,24.4,8.3,2.1,10.4,0.224,,,,
25779,5512,1973,1126,Manny Leaks,1945.0,C,27.0,5,NBA,PHI,82,2530.0,11.1,0.44,,0.214,,,11.9,5.1,,,,,-1.2,1.3,0.2,0.003,,,,
25781,5514,1973,1386,Marv Roberts,1950.0,SF,23.0,2,ABA,DNR,77,1959.0,14.8,0.517,0.004,0.316,9.2,11.7,10.4,7.3,,,10.7,20.2,1.6,2.7,4.3,0.105,,,,
25782,5515,1973,888,Matt Guokas,1944.0,SG,28.0,7,NBA,KCO,79,2846.0,11.2,0.594,,0.159,,,4.5,17.7,,,,,5.0,0.2,5.2,0.087,,,,
25786,5519,1973,1013,Mel Daniels,1944.0,C,28.0,6,ABA,INA,81,3103.0,19.3,0.53,0.003,0.366,10.6,25.7,18.4,8.0,,2.6,16.3,20.5,3.5,5.8,9.2,0.142,,,,
25788,5521,1973,1387,Mickey Davis,1950.0,SF,22.0,2,NBA,MIL,74,1046.0,12.2,0.49,,0.265,,,10.5,8.5,,,,,0.7,1.6,2.3,0.106,,,,
25789,5522,1973,1463,Mike Barr,1950.0,SG,22.0,1,ABA,VIR,79,2076.0,8.8,0.518,0.007,0.307,3.6,7.0,5.3,15.4,,,21.0,15.7,1.3,1.4,2.7,0.062,,,,
25791,5524,1973,1216,Mike Davis,1946.0,SG,26.0,4,NBA,BAL,13,283.0,10.9,0.477,,0.212,,,5.8,9.0,,,,,0.1,0.3,0.4,0.073,,,,
25792,5525,1973,1216,Mike Davis,1946.0,SG,26.0,4,ABA,MMT,38,553.0,9.7,0.488,0.104,0.392,3.6,3.6,3.6,11.7,,,12.2,20.7,0.0,0.1,0.2,0.016,,,,
25793,5526,1973,1388,Mike Gale,1950.0,PG,22.0,2,ABA,KEN,81,1854.0,13.5,0.511,0.013,0.309,4.0,8.5,6.2,16.4,3.3,,17.0,13.3,0.8,3.1,3.9,0.1,,,,
25798,5531,1973,1308,Mike Price,1948.0,SG,24.0,3,NBA,PHI,57,751.0,10.4,0.448,,0.156,,,6.9,13.3,,,,,-0.2,0.4,0.2,0.011,,,,
25801,5534,1973,1391,Mo Layton,1948.0,SG,24.0,2,NBA,PHO,65,990.0,12.5,0.477,,0.274,,,3.8,19.4,,,,,0.6,0.5,1.0,0.05,,,,
25805,5538,1973,890,Neil Johnson,1943.0,PF,29.0,7,ABA,VIR,69,1442.0,11.4,0.525,0.002,0.364,10.6,13.9,12.3,13.9,,,20.8,16.1,1.1,1.4,2.5,0.082,,,,
25806,5539,1973,1015,Nick Jones,1945.0,PG,27.0,5,ABA,DLC,3,16.0,2.9,0.429,0.0,0.375,6.1,0.0,3.2,9.3,,,17.7,27.6,0.0,0.0,0.0,-0.071,,,,
25815,5548,1973,1468,Paul Stovall,1948.0,SF,24.0,1,NBA,PHO,25,211.0,9.4,0.41,,0.5,,,14.0,7.8,,,,,-0.3,0.1,-0.1,-0.024,,,,
25825,5558,1973,1317,Ralph Simpson,1949.0,SG,23.0,3,ABA,DNR,81,2589.0,19.6,0.494,0.014,0.333,5.4,9.4,7.3,14.9,2.3,,12.9,32.7,0.8,3.4,4.2,0.078,,,,
25826,5559,1973,1396,Randy Denton,1949.0,C,23.0,2,ABA,MMT,66,2205.0,19.2,0.519,0.008,0.242,11.8,24.5,18.0,6.6,,,10.3,21.2,2.0,1.1,3.1,0.067,,,,
25829,5562,1973,1220,Rich Jones,1946.0,SF,26.0,4,ABA,DLC,67,2691.0,16.3,0.483,0.093,0.304,6.3,19.2,12.6,15.6,,,12.7,25.7,-0.2,2.0,1.9,0.033,,,,
25830,5563,1973,1398,Rich Rinaldi,1949.0,SG,23.0,2,NBA,BAL,33,646.0,11.4,0.448,,0.225,,,4.9,9.9,,,,,-0.2,0.7,0.4,0.033,,,,
25832,5565,1973,856,Rick Barry,1944.0,SF,28.0,7,NBA,GSW,82,3075.0,20.4,0.508,,0.244,,,10.8,18.5,,,,,5.2,5.0,10.2,0.159,,,,
25836,5569,1973,1471,Roger Brown,1950.0,C,22.0,1,NBA,LAL,1,5.0,-1.7,0.379,,,,,0.0,0.0,,,,,0.0,0.0,0.0,-0.04,,,,
25837,5570,1973,1034,Roger Brown,1942.0,SF,30.0,6,ABA,INA,72,2177.0,14.5,0.562,0.169,0.353,4.8,9.7,7.3,12.5,,,12.9,16.1,3.5,2.7,6.1,0.136,,,,
25838,5571,1973,1471,Roger Brown,1950.0,C,22.0,1,ABA,CAR,62,579.0,6.5,0.482,0.0,0.395,11.0,20.7,15.8,5.1,,,23.3,12.8,0.0,0.8,0.7,0.061,,,,
25839,5572,1973,1141,Ron Boone,1946.0,SG,26.0,5,ABA,UTS,84,2585.0,18.9,0.578,0.035,0.422,6.9,9.1,8.1,20.0,,,17.0,24.6,7.0,2.7,9.7,0.18,,,,
25852,5585,1973,1478,Scott English,1950.0,SF,22.0,1,NBA,PHO,29,196.0,11.2,0.44,,0.312,,,10.9,10.5,,,,,-0.1,0.1,0.0,0.002,,,,
25853,5586,1973,1145,Shaler Halimon,1945.0,SF,27.0,5,ABA,DLC,29,355.0,6.8,0.43,0.047,0.248,4.4,11.2,7.7,19.9,,,20.6,22.9,-0.5,0.2,-0.3,-0.038,,,,
25857,5590,1973,1226,Spencer Haywood,1949.0,PF,23.0,4,NBA,SEA,77,3259.0,22.7,0.532,,0.302,,,14.5,10.0,,,,,8.8,1.4,10.2,0.15,,,,
25858,5591,1973,1404,Stan Love,1949.0,PF,23.0,2,NBA,BAL,72,995.0,14.0,0.478,,0.229,,,14.1,6.3,,,,,0.5,1.6,2.1,0.101,,,,
25864,5597,1973,1050,Steve Jones,1942.0,SG,30.0,6,ABA,TOT,80,2129.0,12.3,0.541,0.035,0.28,2.7,8.2,5.4,7.8,,,13.1,20.4,3.0,1.5,4.4,0.1,,,,
25865,5598,1973,1050,Steve Jones,1942.0,SG,30.0,6,ABA,DLC,13,459.0,10.8,0.508,0.016,0.369,1.3,9.1,5.1,11.2,,,15.5,21.9,0.3,0.2,0.5,0.052,,,,
25866,5599,1973,1050,Steve Jones,1942.0,SG,30.0,6,ABA,CAR,67,1670.0,12.7,0.55,0.04,0.256,3.1,7.9,5.5,6.9,,,12.4,19.9,2.7,1.2,4.0,0.114,,,,
25871,5604,1973,1406,Ted McClain,1946.0,SG,26.0,2,ABA,CAR,84,1816.0,15.0,0.541,0.037,0.313,6.1,8.8,7.5,16.3,2.9,,20.0,19.2,2.3,1.9,4.2,0.112,,,,
25873,5606,1973,1328,Terry Driscoll,1947.0,C-PF,25.0,3,NBA,TOT,60,964.0,11.6,0.456,,0.19,,,15.1,7.1,,,,,-0.1,1.8,1.7,0.084,,,,
25874,5607,1973,1328,Terry Driscoll,1947.0,PF,25.0,3,NBA,BAL,1,5.0,1.9,0.0,,0.0,,,28.1,0.0,,,,,0.0,0.0,0.0,-0.147,,,,
25875,5608,1973,1328,Terry Driscoll,1947.0,C,25.0,3,NBA,MIL,59,959.0,11.7,0.457,,0.19,,,15.0,7.1,,,,,-0.1,1.8,1.7,0.085,,,,
25879,5612,1973,1407,Tom Owens,1949.0,C,23.0,2,ABA,CAR,83,2209.0,14.3,0.575,0.003,0.391,10.7,19.5,15.0,5.6,,,16.9,17.5,4.1,2.8,6.9,0.15,,,,
25886,5619,1973,1483,Travis Grant,1950.0,SF,23.0,1,NBA,LAL,33,153.0,22.3,0.49,,0.224,,,15.5,7.5,,,,,0.2,0.3,0.5,0.144,,,,
25888,5621,1973,837,Wali Jones,1942.0,SG,30.0,9,NBA,MIL,27,419.0,9.5,0.438,,0.124,,,3.4,16.5,,,,,-0.2,0.5,0.3,0.038,,,,
25904,5637,1973,1232,Wil Jones,1947.0,PF,25.0,4,ABA,MMT,76,2316.0,12.5,0.516,0.01,0.274,10.0,15.4,12.6,6.8,,,13.8,15.7,1.4,0.9,2.3,0.047,,,,
25910,5643,1973,1236,Willie Wise,1947.0,SF,25.0,4,ABA,UTS,83,3131.0,18.8,0.545,0.013,0.432,7.2,13.8,10.7,12.9,,,12.4,23.8,5.6,3.2,8.9,0.136,,,,
25914,5647,1973,791,Zelmo Beaty,1939.0,PF,33.0,10,ABA,UTS,82,2804.0,17.9,0.576,0.001,0.38,9.7,17.9,14.0,6.2,,1.5,14.4,19.1,5.9,3.0,9.0,0.153,,,,
25915,4760,1972,720,Adrian Smith,1936.0,SG,35.0,11,ABA,VIR,53,686.0,10.0,0.558,0.056,0.528,1.8,4.1,2.9,7.4,,,12.4,14.4,1.0,0.5,1.5,0.105,,,,
25918,4763,1972,898,Al Tucker,1943.0,PF,28.0,5,ABA,FLO,81,1799.0,14.7,0.524,0.101,0.246,4.8,16.5,10.6,8.4,,,12.6,22.1,2.2,1.2,3.5,0.093,,,,
25923,4768,1972,900,Art Williams,1939.0,PG,32.0,5,NBA,BOS,81,1326.0,14.7,0.526,,0.351,,,8.8,29.1,,,,,1.6,2.8,4.4,0.159,,,,
25925,4770,1972,1338,Artis Gilmore,1949.0,C,22.0,1,ABA,KEN,84,3666.0,26.6,0.62,0.0,0.449,11.2,25.6,18.8,8.7,,6.1,17.2,20.5,12.6,7.2,19.8,0.259,,,,
25933,4778,1972,1161,Bernie Williams,1945.0,SG,26.0,3,ABA,VIR,78,1667.0,10.7,0.472,0.08,0.174,2.7,5.4,4.0,10.7,,,12.3,21.6,-0.3,1.4,1.1,0.032,,,,
25934,4779,1972,905,Bill Bradley,1943.0,SF,28.0,5,NBA,NYK,78,2780.0,12.9,0.502,,0.183,,,4.4,16.0,,,,,2.7,2.8,5.4,0.094,,,,
25943,4788,1972,864,Bill Melchionni,1944.0,PG,27.0,5,ABA,NYA,80,3326.0,16.6,0.55,0.014,0.309,1.5,5.6,3.6,28.6,,,17.0,21.6,6.3,2.1,8.4,0.121,,,,
25945,4790,1972,842,Billy Cunningham,1943.0,SF,28.0,7,NBA,PHI,75,2900.0,21.3,0.515,,0.421,,,14.3,22.6,,,,,4.8,3.5,8.3,0.137,,,,
25946,4791,1972,1243,Billy Paultz,1948.0,C,23.0,2,ABA,NYA,83,2824.0,15.3,0.522,0.003,0.293,9.3,25.8,17.8,6.2,,,15.7,18.8,2.7,2.3,5.0,0.085,,,,
25948,4793,1972,1167,Bob Christian,1946.0,C,25.0,3,NBA,ATL,56,485.0,14.0,0.521,,0.43,,,18.2,7.7,,,,,0.5,0.4,0.9,0.092,,,,
25950,4795,1972,1169,Bob Greacen,1947.0,SF,24.0,3,ABA,NYA,4,20.0,0.7,0.5,0.0,0.0,5.0,4.7,4.9,5.9,,,50.0,7.8,0.0,0.0,0.0,0.026,,,,
25956,4801,1972,1076,Bob Quick,1946.0,SF,25.0,4,NBA,DET,18,204.0,17.1,0.55,,0.549,,,11.9,7.8,,,,,0.5,0.0,0.5,0.121,,,,
25957,4802,1972,1076,Bob Quick,1946.0,SF,25.0,4,ABA,DLC,6,57.0,17.8,0.67,0.0,0.667,10.5,14.3,12.4,2.6,,,17.1,17.1,0.2,0.1,0.3,0.245,,,,
25961,4806,1972,917,Bob Verga,1945.0,PG-SG,26.0,5,ABA,TOT,70,2029.0,14.6,0.5,0.05,0.38,4.3,6.4,5.3,17.0,,,15.5,26.0,1.5,0.0,1.5,0.035,,,,
25962,4807,1972,917,Bob Verga,1945.0,SG,26.0,5,ABA,CAR,8,127.0,6.7,0.456,0.169,0.22,3.5,2.3,2.9,10.3,,,15.6,22.3,-0.1,0.1,0.0,0.001,,,,
25963,4808,1972,917,Bob Verga,1945.0,PG,26.0,5,ABA,PTC,62,1902.0,15.1,0.503,0.043,0.39,4.4,6.6,5.5,17.4,,,15.5,26.2,1.6,-0.1,1.5,0.037,,,,
25969,4814,1972,1172,Bobby Washington,1947.0,PG,24.0,3,NBA,CLE,69,967.0,13.9,0.479,,0.414,,,6.5,30.8,,,,,0.5,1.0,1.5,0.073,,,,
25971,4816,1972,925,Byron Beck,1945.0,C,27.0,5,ABA,DNR,66,1816.0,17.1,0.548,0.004,0.248,8.3,18.3,13.1,10.3,,,11.5,17.3,2.9,2.8,5.7,0.15,,,,
25980,4825,1972,1250,Charlie Scott,1948.0,PG,23.0,2,NBA,PHO,6,177.0,16.4,0.462,,0.186,,,6.2,23.2,,,,,0.0,0.2,0.2,0.054,,,,
25981,4826,1972,1250,Charlie Scott,1948.0,SG,23.0,2,ABA,VIR,73,3061.0,21.1,0.509,0.05,0.298,5.0,5.7,5.3,17.8,,,12.1,33.1,4.1,3.2,7.2,0.114,,,,
25985,4830,1972,1252,Chuck Williams,1946.0,PG,25.0,2,ABA,DNR,84,1580.0,13.2,0.519,0.007,0.472,3.4,5.6,4.5,13.6,,,12.2,19.0,1.6,1.6,3.2,0.098,,,,
25992,4837,1972,1255,Coby Dietrick,1948.0,C,23.0,2,ABA,MMP,1,9.0,16.8,0.347,0.0,1.0,27.2,41.3,33.8,14.8,,,25.8,15.8,0.0,0.0,0.0,0.064,,,,
25994,4839,1972,934,Connie Hawkins,1942.0,SF,29.0,5,NBA,PHO,76,2798.0,18.7,0.535,,0.454,,,10.8,15.1,,,,,5.8,3.8,9.6,0.165,,,,
25996,4841,1972,1084,Craig Raymond,1945.0,C,26.0,4,ABA,FLO,64,889.0,8.9,0.491,0.013,0.335,6.7,24.5,15.5,10.0,,,25.9,15.3,0.2,0.8,1.0,0.055,,,,
26002,4847,1972,1259,Dan Issel,1948.0,PF,23.0,2,ABA,KEN,83,3570.0,23.3,0.544,0.005,0.376,9.6,14.2,12.0,8.2,,,9.5,27.8,8.4,5.1,13.5,0.181,,,,
26005,4850,1972,1352,Darnell Hillman,1949.0,PF,22.0,1,ABA,INA,73,1386.0,13.9,0.528,0.012,0.432,10.4,20.7,15.8,4.8,,,14.7,15.9,1.4,1.8,3.2,0.11,,,,
26012,4857,1972,940,Dave Lattin,1943.0,PF,28.0,4,ABA,PTC,64,1482.0,16.9,0.566,0.002,0.4,8.4,14.7,11.6,4.6,,,13.2,20.2,3.3,-0.1,3.2,0.103,,,,
26013,4858,1972,1353,Dave Robisch,1949.0,C,22.0,1,ABA,DNR,84,2420.0,19.7,0.493,0.004,0.368,10.4,19.9,15.0,11.8,,,7.9,22.2,1.1,4.1,5.2,0.103,,,,
26027,4872,1972,1265,Don Adams,1947.0,SF,24.0,2,NBA,TOT,73,2071.0,11.5,0.452,,0.345,,,11.8,9.2,,,,,-0.7,1.3,0.7,0.015,,,,
26028,4873,1972,1265,Don Adams,1947.0,SF,24.0,2,NBA,HOU,3,41.0,4.5,0.327,,0.105,,,8.8,9.6,,,,,-0.2,0.1,-0.1,-0.116,,,,
26029,4874,1972,1265,Don Adams,1947.0,SF,24.0,2,NBA,ATL,70,2030.0,11.6,0.455,,0.35,,,11.9,9.2,,,,,-0.5,1.3,0.8,0.018,,,,
26030,4875,1972,1092,Don Chaney,1946.0,SG,25.0,4,NBA,BOS,79,2275.0,12.5,0.525,,0.324,,,7.9,11.0,,,,,3.0,3.3,6.3,0.132,,,,
26037,4882,1972,947,Donnie Freeman,1944.0,SG,27.0,5,ABA,DLC,72,2377.0,23.9,0.545,0.004,0.431,4.2,4.5,4.4,18.4,,,10.0,30.9,6.4,2.6,8.9,0.181,,,,
26040,4885,1972,1097,Dwight Waller,1945.0,F,26.0,3,ABA,DNR,2,10.0,13.1,0.5,0.0,0.0,8.8,37.2,22.6,14.1,,,20.0,18.7,0.0,0.0,0.0,0.133,,,,
26044,4889,1972,950,Ed Manning,1944.0,SF,28.0,5,ABA,CAR,77,1648.0,10.4,0.502,0.006,0.228,6.3,19.0,12.3,4.4,,,13.1,14.1,0.7,1.6,2.2,0.065,,,,
26054,4899,1972,874,Erwin Mueller,1944.0,PF,27.0,6,NBA,DET,42,605.0,9.1,0.39,,0.376,,,11.5,12.3,,,,,-0.9,0.1,-0.8,-0.064,,,,
26055,4900,1972,1182,Fatty Taylor,1946.0,PG,25.0,3,ABA,VIR,84,2669.0,8.9,0.49,0.022,0.379,5.8,7.8,6.8,14.2,,,20.6,13.5,0.6,3.1,3.7,0.067,,,,
26056,4901,1972,875,Flynn Robinson,1941.0,SG,30.0,6,NBA,LAL,64,1007.0,17.7,0.537,,0.241,,,5.1,18.7,,,,,2.3,1.3,3.6,0.172,,,,
26069,4914,1972,877,Freddie Lewis,1943.0,PG,28.0,6,ABA,INA,77,2714.0,14.7,0.527,0.106,0.418,4.7,6.3,5.5,18.1,,,14.8,18.7,3.2,2.9,6.2,0.109,,,,
26072,4917,1972,1272,Garfield Smith,1945.0,PF,26.0,2,NBA,BOS,26,134.0,8.9,0.389,,0.47,,,12.6,7.9,,,,,-0.3,0.2,-0.1,-0.038,,,,
26073,4918,1972,1105,Gary Gregor,1945.0,SF,26.0,4,NBA,POR,82,2371.0,12.7,0.48,,0.171,,,11.7,11.2,,,,,0.8,0.6,1.4,0.029,,,,
26074,4919,1972,1275,Gary Zeller,1947.0,SG,24.0,2,NBA,BAL,28,471.0,7.2,0.385,,0.153,,,6.5,9.0,,,,,-1.1,0.4,-0.8,-0.079,,,,
26075,4920,1972,1275,Gary Zeller,1947.0,SG,24.0,2,ABA,NYA,12,82.0,-6.0,0.276,0.033,0.2,6.1,5.8,5.9,3.0,,,21.6,19.8,-0.4,0.0,-0.3,-0.195,,,,
26082,4927,1972,957,George Carter,1944.0,SF,28.0,4,ABA,TOT,75,2623.0,15.4,0.51,0.008,0.386,5.9,11.8,8.8,6.5,,,11.7,22.7,2.4,0.5,2.9,0.053,,,,
26083,4928,1972,957,George Carter,1944.0,SF,28.0,4,ABA,PTC,46,1885.0,13.8,0.49,0.009,0.329,5.9,11.3,8.6,7.2,,,12.2,22.2,0.6,-0.1,0.5,0.013,,,,
26084,4929,1972,957,George Carter,1944.0,SF,28.0,4,ABA,CAR,29,738.0,19.4,0.556,0.006,0.53,6.1,13.1,9.4,4.7,,,10.4,24.0,1.8,0.6,2.4,0.154,,,,
26086,4931,1972,1278,George Johnson,1947.0,C,24.0,2,ABA,DLC,67,1477.0,8.8,0.484,0.0,0.365,8.5,23.3,15.8,5.4,,,20.4,11.6,0.1,2.3,2.4,0.078,,,,
26087,4932,1972,958,George Lehmann,1942.0,PG-SG,29.0,5,ABA,TOT,53,1921.0,13.8,0.566,0.3,0.29,1.0,3.7,2.3,28.1,,,21.9,18.3,3.7,2.2,5.9,0.147,,,,
26088,4933,1972,958,George Lehmann,1942.0,PG,29.0,5,ABA,CAR,38,1399.0,13.8,0.61,0.285,0.31,1.0,3.8,2.3,26.8,,,25.2,17.6,3.6,1.3,5.0,0.17,,,,
